
---------- Begin Simulation Statistics ----------
simSeconds                                   0.505125                       # Number of seconds simulated (Second)
simTicks                                 505125360500                       # Number of ticks simulated (Tick)
finalTick                                505125360500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   3905.15                       # Real time elapsed on the host (Second)
hostTickRate                                129348544                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    9285728                       # Number of bytes of host memory used (Byte)
simInsts                                   1000000006                       # Number of instructions simulated (Count)
simOps                                     1000015281                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   256072                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     256076                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                       1010251025                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.010251                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.989853                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      1395116782                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   102460                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1294190879                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued               13205041                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            395203934                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         190331423                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved               47438                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          1000275136                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.293835                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.458631                       # Number of insts issued each cycle (Count)
system.cpu.icache.demandMshrHits::total        290424                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst       290424                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total       290424                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst      2742511                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total      2742511                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst      2742511                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total      2742511                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst  35642951458                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total  35642951458                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst  35642951458                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total  35642951458                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.010944                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.010944                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.010944                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.010944                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 12996.466179                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 12996.466179                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 12996.466179                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 12996.466179                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                2741789                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst    247559168                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total       247559168                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst      3032935                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total       3032935                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst  40933761952                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total  40933761952                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst    250592103                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total    250592103                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.012103                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.012103                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 13496.419129                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 13496.419129                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst       290424                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total       290424                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst      2742511                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total      2742511                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst  35642951458                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total  35642951458                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.010944                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.010944                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 12996.466179                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 12996.466179                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED 505125360500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           510.206636                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs            250301679                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs            2742511                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs              91.267338                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               87500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   510.206636                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.996497                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.996497                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0          141                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::1          198                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::2          131                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::3           23                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4           19                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses         2007479335                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses        2007479335                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 505125360500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                  23986410                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                  110061704                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                  5654187                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts             1395219242                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts             22441091                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                335798901                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts               189895604                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                 67588                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                   1113102                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                  3832045                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents         100596                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect       19620306                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect      5790878                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts             25411184                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit               1241971787                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount              1236769816                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                 519625944                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                 713094171                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        1.224220                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.728692                       # Average fanout of values written-back ((Count/Count))
system.cpu.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED 505125360500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 505125360500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.lsq0.forwLoads                    30524217                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads               113751209                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses              1086508                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation              100596                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores               43877053                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                46616                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                2194400                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples          222047688                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              6.931596                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev            28.216692                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9              212684850     95.78%     95.78% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19               640291      0.29%     96.07% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29              4198434      1.89%     97.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39               222808      0.10%     98.06% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49               146582      0.07%     98.13% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59               110900      0.05%     98.18% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                86971      0.04%     98.22% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79               116654      0.05%     98.27% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                89094      0.04%     98.31% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99               100425      0.05%     98.36% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109             132613      0.06%     98.42% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119             153412      0.07%     98.48% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129             193159      0.09%     98.57% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139             374361      0.17%     98.74% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149            1502062      0.68%     99.42% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159             142752      0.06%     99.48% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169              97688      0.04%     99.53% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179             293816      0.13%     99.66% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189              46500      0.02%     99.68% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199              46202      0.02%     99.70% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209             171442      0.08%     99.78% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219              24884      0.01%     99.79% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229              16069      0.01%     99.79% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239              16121      0.01%     99.80% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249              15912      0.01%     99.81% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259              15254      0.01%     99.82% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269              15664      0.01%     99.82% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279              18797      0.01%     99.83% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289              32201      0.01%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299              21260      0.01%     99.86% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows           320510      0.14%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value             3531                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total            222047688                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.readHits                         0                       # read hits (Count)
system.cpu.mmu.dtb.readMisses                       0                       # read misses (Count)
system.cpu.mmu.dtb.readAccesses                     0                       # read accesses (Count)
system.cpu.mmu.dtb.writeHits                        0                       # write hits (Count)
system.cpu.mmu.dtb.writeMisses                      0                       # write misses (Count)
system.cpu.mmu.dtb.writeAccesses                    0                       # write accesses (Count)
system.cpu.mmu.dtb.hits                             0                       # Total TLB (read and write) hits (Count)
system.cpu.mmu.dtb.misses                           0                       # Total TLB (read and write) misses (Count)
system.cpu.mmu.dtb.accesses                         0                       # Total TLB (read and write) accesses (Count)
system.cpu.mmu.dtb.walker.num_4kb_walks             0                       # Completed page walks with 4KB pages (Count)
system.cpu.mmu.dtb.walker.num_2mb_walks             0                       # Completed page walks with 2MB pages (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 505125360500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.readHits                         0                       # read hits (Count)
system.cpu.mmu.itb.readMisses                       0                       # read misses (Count)
system.cpu.mmu.itb.readAccesses                     0                       # read accesses (Count)
system.cpu.mmu.itb.writeHits                        0                       # write hits (Count)
system.cpu.mmu.itb.writeMisses                      0                       # write misses (Count)
system.cpu.mmu.itb.writeAccesses                    0                       # write accesses (Count)
system.cpu.mmu.itb.hits                             0                       # Total TLB (read and write) hits (Count)
system.cpu.mmu.itb.misses                           0                       # Total TLB (read and write) misses (Count)
system.cpu.mmu.itb.accesses                         0                       # Total TLB (read and write) accesses (Count)
system.cpu.mmu.itb.walker.num_4kb_walks             0                       # Completed page walks with 4KB pages (Count)
system.cpu.mmu.itb.walker.num_2mb_walks             0                       # Completed page walks with 2MB pages (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 505125360500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON 505125360500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles               23986410                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                360393617                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles               123424862                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles         773060                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                 465456734                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles              26240453                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts             1472208215                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                125805                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                5368938                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.SQFullEvents               11666307                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents         6282807                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands           987994916                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                  1805952396                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups               1724004619                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                     27463                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps             659930133                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                328064765                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                   10733                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing               10949                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  20805082                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                       2282512607                       # The number of ROB reads (Count)
system.cpu.rob.writes                      2859669860                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts               1000000006                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                 1000015281                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                   150                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       500                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2.demandHits::cpu.inst                2708792                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.data                4728342                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                   7437134                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu.inst               2708792                       # number of overall hits (Count)
system.l2.overallHits::cpu.data               4728342                       # number of overall hits (Count)
system.l2.overallHits::total                  7437134                       # number of overall hits (Count)
system.l2.demandMisses::cpu.inst                33421                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.data              2241781                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                 2275202                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu.inst               33421                       # number of overall misses (Count)
system.l2.overallMisses::cpu.data             2241781                       # number of overall misses (Count)
system.l2.overallMisses::total                2275202                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu.inst      2887123500                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.data    187710616500                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total       190597740000                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu.inst     2887123500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data   187710616500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total      190597740000                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.inst            2742213                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data            6970123                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total               9712336                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst           2742213                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data           6970123                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total              9712336                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.inst           0.012188                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.321627                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.234259                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu.inst          0.012188                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.data          0.321627                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.234259                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu.inst 86386.508483                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.data 83732.807308                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    83771.788175                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.inst 86386.508483                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.data 83732.807308                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   83771.788175                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.writebacks::writebacks               778734                       # number of writebacks (Count)
system.l2.writebacks::total                    778734                       # number of writebacks (Count)
system.l2.demandMshrHits::cpu.inst                  3                       # number of demand (read+write) MSHR hits (Count)
system.l2.demandMshrHits::total                     3                       # number of demand (read+write) MSHR hits (Count)
system.l2.overallMshrHits::cpu.inst                 3                       # number of overall MSHR hits (Count)
system.l2.overallMshrHits::total                    3                       # number of overall MSHR hits (Count)
system.l2.demandMshrMisses::cpu.inst            33418                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.data          2241781                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total             2275199                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu.inst           33418                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.data         2241781                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total            2275199                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu.inst   2552724501                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu.data 165292797518                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total   167845522019                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.inst   2552724501                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.data 165292797518                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total  167845522019                       # number of overall MSHR miss ticks (Tick)
system.l2.demandMshrMissRate::cpu.inst       0.012187                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu.data       0.321627                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.234259                       # mshr miss ratio for demand accesses (Ratio)
system.l2.overallMshrMissRate::cpu.inst      0.012187                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu.data      0.321627                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::total         0.234259                       # mshr miss ratio for overall accesses (Ratio)
system.l2.demandAvgMshrMissLatency::cpu.inst 76387.710246                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu.data 73732.803301                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::total 73771.798431                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.inst 76387.710246                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.data 73732.803301                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::total 73771.798431                       # average overall mshr miss latency ((Tick/Count))
system.l2.replacements                        2267779                       # number of replacements (Count)
system.l2.CleanEvict.mshrMisses::writebacks          469                       # number of CleanEvict MSHR misses (Count)
system.l2.CleanEvict.mshrMisses::total            469                       # number of CleanEvict MSHR misses (Count)
system.l2.CleanEvict.mshrMissRate::writebacks          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2.CleanEvict.mshrMissRate::total          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2.InvalidateReq.hits::cpu.data         875470                       # number of InvalidateReq hits (Count)
system.l2.InvalidateReq.hits::total            875470                       # number of InvalidateReq hits (Count)
system.l2.InvalidateReq.misses::cpu.data        20238                       # number of InvalidateReq misses (Count)
