
---------- Begin Simulation Statistics ----------
simSeconds                                   0.397273                       # Number of seconds simulated (Second)
simTicks                                 397272988500                       # Number of ticks simulated (Tick)
finalTick                                397272988500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   3160.33                       # Real time elapsed on the host (Second)
hostTickRate                                125706251                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8918932                       # Number of bytes of host memory used (Byte)
simInsts                                   1000000000                       # Number of instructions simulated (Count)
simOps                                     1000003172                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   316423                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     316424                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        794546179                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.794546                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.258580                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      1174257506                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    18266                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1152379611                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                9270360                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            174272573                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          91029583                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                9540                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           782613603                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.472476                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.382151                       # Number of insts issued each cycle (Count)
system.cpu.icache.demandAvgMissLatency::cpu.inst 12570.714608                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 12570.714608                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 12570.714608                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 12570.714608                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs          984                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs           25                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      39.360000                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.writebacks::writebacks      5611306                       # number of writebacks (Count)
system.cpu.icache.writebacks::total           5611306                       # number of writebacks (Count)
system.cpu.icache.demandMshrHits::cpu.inst       545291                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total        545291                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst       545291                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total       545291                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst      5611888                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total      5611888                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst      5611888                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total      5611888                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst  67967596000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total  67967596000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst  67967596000                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total  67967596000                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.036688                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.036688                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.036688                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.036688                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 12111.360027                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 12111.360027                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 12111.360027                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 12111.360027                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                5611306                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst    146806870                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total       146806870                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst      6157179                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total       6157179                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst  77400139999                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total  77400139999                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst    152964049                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total    152964049                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.040252                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.040252                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 12570.714608                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 12570.714608                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst       545291                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total       545291                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst      5611888                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total      5611888                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst  67967596000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total  67967596000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.036688                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.036688                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 12111.360027                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 12111.360027                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED 397272988500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           511.817394                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs            152418758                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs            5611888                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs              27.159979                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               87500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   511.817394                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.999643                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.999643                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          511                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::1          106                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::2           66                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::3           72                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4          267                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024     0.998047                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses         1229324280                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses        1229324280                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 397272988500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                  16730047                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                   32682964                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                   429577                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts             1174275772                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts             17027272                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                314385531                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts               134345837                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                 10032                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                     98752                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                    71029                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents          17463                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect       14256647                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect      3995344                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts             18251991                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit               1094667528                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount              1090461151                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                 542881449                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                 766501270                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        1.372433                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.708259                       # Average fanout of values written-back ((Count/Count))
system.cpu.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED 397272988500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 397272988500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.lsq0.forwLoads                    12301122                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                57150408                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses               139167                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation               17463                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores               11151591                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                   71                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                1917839                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples          257235120                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              5.461513                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev            28.027088                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9              251174443     97.64%     97.64% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19               655569      0.25%     97.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29              2320681      0.90%     98.80% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39               336290      0.13%     98.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49               226209      0.09%     99.02% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59               271242      0.11%     99.13% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                89612      0.03%     99.16% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79               189380      0.07%     99.23% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                74932      0.03%     99.26% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99               107343      0.04%     99.30% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109             113872      0.04%     99.35% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119             121143      0.05%     99.40% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129             136569      0.05%     99.45% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139             125879      0.05%     99.50% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149             159935      0.06%     99.56% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159              69528      0.03%     99.59% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169              53525      0.02%     99.61% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179             151426      0.06%     99.67% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189              89670      0.03%     99.70% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199              55076      0.02%     99.72% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209              87678      0.03%     99.76% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219              51146      0.02%     99.78% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229              43770      0.02%     99.79% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239              22023      0.01%     99.80% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249              25716      0.01%     99.81% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259              21755      0.01%     99.82% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269              18036      0.01%     99.83% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279              19008      0.01%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289              14120      0.01%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299              16595      0.01%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows           392949      0.15%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value             2458                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total            257235120                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.readHits                         0                       # read hits (Count)
system.cpu.mmu.dtb.readMisses                       0                       # read misses (Count)
system.cpu.mmu.dtb.readAccesses                     0                       # read accesses (Count)
system.cpu.mmu.dtb.writeHits                        0                       # write hits (Count)
system.cpu.mmu.dtb.writeMisses                      0                       # write misses (Count)
system.cpu.mmu.dtb.writeAccesses                    0                       # write accesses (Count)
system.cpu.mmu.dtb.hits                             0                       # Total TLB (read and write) hits (Count)
system.cpu.mmu.dtb.misses                           0                       # Total TLB (read and write) misses (Count)
system.cpu.mmu.dtb.accesses                         0                       # Total TLB (read and write) accesses (Count)
system.cpu.mmu.dtb.walker.num_4kb_walks             0                       # Completed page walks with 4KB pages (Count)
system.cpu.mmu.dtb.walker.num_2mb_walks             0                       # Completed page walks with 2MB pages (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 397272988500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.readHits                         0                       # read hits (Count)
system.cpu.mmu.itb.readMisses                       0                       # read misses (Count)
system.cpu.mmu.itb.readAccesses                     0                       # read accesses (Count)
system.cpu.mmu.itb.writeHits                        0                       # write hits (Count)
system.cpu.mmu.itb.writeMisses                      0                       # write misses (Count)
system.cpu.mmu.itb.writeAccesses                    0                       # write accesses (Count)
system.cpu.mmu.itb.hits                             0                       # Total TLB (read and write) hits (Count)
system.cpu.mmu.itb.misses                           0                       # Total TLB (read and write) misses (Count)
system.cpu.mmu.itb.accesses                         0                       # Total TLB (read and write) accesses (Count)
system.cpu.mmu.itb.walker.num_4kb_walks             0                       # Completed page walks with 4KB pages (Count)
system.cpu.mmu.itb.walker.num_2mb_walks             0                       # Completed page walks with 2MB pages (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 397272988500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON 397272988500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles               16730047                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                322753601                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                37917776                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles         229765                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                 384115077                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles              20867337                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts             1237952613                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                 19465                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents               16321927                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.SQFullEvents                 406174                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents          997180                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands           870556429                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                  1531884656                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups               1490167485                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                       402                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps             702515168                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                168041240                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                    2030                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                2180                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  29497480                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                       1894166877                       # The number of ROB reads (Count)
system.cpu.rob.writes                      2380925156                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts               1000000000                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                 1000003172                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                   310                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       500                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2.demandHits::cpu.inst                5605238                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.data                2929499                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                   8534737                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu.inst               5605238                       # number of overall hits (Count)
system.l2.overallHits::cpu.data               2929499                       # number of overall hits (Count)
system.l2.overallHits::total                  8534737                       # number of overall hits (Count)
system.l2.demandMisses::cpu.inst                 6522                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.data               875515                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                  882037                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu.inst                6522                       # number of overall misses (Count)
system.l2.overallMisses::cpu.data              875515                       # number of overall misses (Count)
system.l2.overallMisses::total                 882037                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu.inst       537809000                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.data     81237302500                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total        81775111500                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu.inst      537809000                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data    81237302500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total       81775111500                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.inst            5611760                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data            3805014                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total               9416774                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst           5611760                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data           3805014                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total              9416774                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.inst           0.001162                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.230095                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.093667                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu.inst          0.001162                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.data          0.230095                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.093667                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu.inst 82460.748237                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.data 92788.019052                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    92711.656654                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.inst 82460.748237                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.data 92788.019052                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   92711.656654                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.writebacks::writebacks               422907                       # number of writebacks (Count)
system.l2.writebacks::total                    422907                       # number of writebacks (Count)
system.l2.demandMshrMisses::cpu.inst             6522                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.data           875515                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total              882037                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu.inst            6522                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.data          875515                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total             882037                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu.inst    472589000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu.data  72482152500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total    72954741500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.inst    472589000                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.data  72482152500                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total   72954741500                       # number of overall MSHR miss ticks (Tick)
system.l2.demandMshrMissRate::cpu.inst       0.001162                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu.data       0.230095                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.093667                       # mshr miss ratio for demand accesses (Ratio)
system.l2.overallMshrMissRate::cpu.inst      0.001162                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu.data      0.230095                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::total         0.093667                       # mshr miss ratio for overall accesses (Ratio)
system.l2.demandAvgMshrMissLatency::cpu.inst 72460.748237                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu.data 82788.019052                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::total 82711.656654                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.inst 72460.748237                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.data 82788.019052                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::total 82711.656654                       # average overall mshr miss latency ((Tick/Count))
